number_people,day_of_week,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester,month,hour,year,class_crowded_3
37,4,0,0,71.76,0,0,8,17,2015,above_mean
45,4,0,0,71.76,0,0,8,17,2015,above_mean
40,4,0,0,71.76,0,0,8,17,2015,above_mean
44,4,0,0,71.76,0,0,8,17,2015,above_mean
45,4,0,0,71.76,0,0,8,17,2015,above_mean
46,4,0,0,72.15,0,0,8,18,2015,above_mean
43,4,0,0,72.15,0,0,8,18,2015,above_mean
53,4,0,0,72.15,0,0,8,18,2015,crowded
54,4,0,0,72.15,0,0,8,18,2015,crowded
43,4,0,0,72.15,0,0,8,18,2015,above_mean
39,4,0,0,69.97,0,0,8,19,2015,above_mean
38,4,0,0,69.97,0,0,8,19,2015,above_mean
45,4,0,0,69.97,0,0,8,19,2015,above_mean
41,4,0,0,69.97,0,0,8,19,2015,above_mean
36,4,0,0,69.97,0,0,8,19,2015,above_mean
42,4,0,0,68.8,0,0,8,20,2015,above_mean
35,4,0,0,68.8,0,0,8,20,2015,above_mean
36,4,0,0,68.8,0,0,8,20,2015,above_mean
48,4,0,0,68.8,0,0,8,20,2015,above_mean
40,4,0,0,68.8,0,0,8,20,2015,above_mean
49,4,0,0,68.04,0,0,8,21,2015,above_mean
37,4,0,0,68.04,0,0,8,21,2015,above_mean
48,4,0,0,68.04,0,0,8,21,2015,above_mean
45,4,0,0,68.04,0,0,8,21,2015,above_mean
45,4,0,0,68.04,0,0,8,21,2015,above_mean
38,4,0,0,67.55,0,0,8,22,2015,above_mean
41,4,0,0,67.55,0,0,8,22,2015,above_mean
41,4,0,0,67.55,0,0,8,22,2015,above_mean
37,4,0,0,67.55,0,0,8,22,2015,above_mean
33,4,0,0,67.55,0,0,8,22,2015,above_mean
22,4,0,0,67.0,0,0,8,23,2015,bellow_mean
2,4,0,0,67.0,0,0,8,23,2015,empty
1,4,0,0,67.0,0,0,8,23,2015,empty
0,4,0,0,67.0,0,0,8,23,2015,empty
0,4,0,0,67.0,0,0,8,23,2015,empty
0,5,1,0,66.76,0,0,8,0,2015,empty
1,5,1,0,66.76,0,0,8,0,2015,empty
0,5,1,0,66.76,0,0,8,0,2015,empty
0,5,1,0,66.76,0,0,8,0,2015,empty
0,5,1,0,66.76,0,0,8,0,2015,empty
0,5,1,0,66.32,0,0,8,1,2015,empty
0,5,1,0,65.07,0,0,8,5,2015,empty
1,5,1,0,65.07,0,0,8,5,2015,empty
0,5,1,0,65.07,0,0,8,5,2015,empty
1,5,1,0,65.07,0,0,8,5,2015,empty
1,5,1,0,65.32,0,0,8,6,2015,empty
0,5,1,0,65.32,0,0,8,6,2015,empty
0,5,1,0,65.32,0,0,8,6,2015,empty
0,5,1,0,65.32,0,0,8,6,2015,empty
0,5,1,0,65.32,0,0,8,6,2015,empty
0,5,1,0,66.8,0,0,8,7,2015,empty
0,5,1,0,66.8,0,0,8,7,2015,empty
0,5,1,0,66.8,0,0,8,7,2015,empty
3,5,1,0,66.8,0,0,8,7,2015,empty
2,5,1,0,66.8,0,0,8,7,2015,empty
6,5,1,0,67.8,0,0,8,8,2015,empty
15,5,1,0,67.8,0,0,8,8,2015,bellow_mean
22,5,1,0,67.8,0,0,8,8,2015,bellow_mean
18,5,1,0,67.8,0,0,8,8,2015,bellow_mean
21,5,1,0,67.8,0,0,8,8,2015,bellow_mean
26,5,1,0,69.55,0,0,8,9,2015,bellow_mean
23,5,1,0,69.55,0,0,8,9,2015,bellow_mean
23,5,1,0,69.55,0,0,8,9,2015,bellow_mean
28,5,1,0,69.55,0,0,8,9,2015,bellow_mean
23,5,1,0,69.55,0,0,8,9,2015,bellow_mean
22,5,1,0,70.36,0,0,8,10,2015,bellow_mean
30,5,1,0,70.36,0,0,8,10,2015,above_mean
32,5,1,0,70.36,0,0,8,10,2015,above_mean
36,5,1,0,70.36,0,0,8,10,2015,above_mean
29,5,1,0,70.36,0,0,8,10,2015,bellow_mean
34,5,1,0,72.84,0,0,8,11,2015,above_mean
36,5,1,0,72.84,0,0,8,11,2015,above_mean
32,5,1,0,72.84,0,0,8,11,2015,above_mean
27,5,1,0,72.84,0,0,8,11,2015,bellow_mean
26,5,1,0,72.84,0,0,8,11,2015,bellow_mean
36,5,1,0,76.95,0,0,8,12,2015,above_mean
37,5,1,0,76.95,0,0,8,12,2015,above_mean
38,5,1,0,76.95,0,0,8,12,2015,above_mean
30,5,1,0,76.95,0,0,8,12,2015,above_mean
34,5,1,0,76.95,0,0,8,12,2015,above_mean
26,5,1,0,80.16,0,0,8,13,2015,bellow_mean
33,5,1,0,80.16,0,0,8,13,2015,above_mean
31,5,1,0,80.16,0,0,8,13,2015,above_mean
26,5,1,0,80.16,0,0,8,13,2015,bellow_mean
26,5,1,0,80.16,0,0,8,13,2015,bellow_mean
26,5,1,0,79.98,0,0,8,14,2015,bellow_mean
23,5,1,0,79.98,0,0,8,14,2015,bellow_mean
29,5,1,0,79.98,0,0,8,14,2015,bellow_mean
27,5,1,0,79.98,0,0,8,14,2015,bellow_mean
29,5,1,0,79.98,0,0,8,14,2015,bellow_mean
25,5,1,0,78.79,0,0,8,15,2015,bellow_mean
29,5,1,0,78.79,0,0,8,15,2015,bellow_mean
35,5,1,0,78.79,0,0,8,15,2015,above_mean
32,5,1,0,78.79,0,0,8,15,2015,above_mean
36,5,1,0,78.79,0,0,8,15,2015,above_mean
31,5,1,0,78.51,0,0,8,16,2015,above_mean
24,5,1,0,78.51,0,0,8,16,2015,bellow_mean
26,5,1,0,78.51,0,0,8,16,2015,bellow_mean
28,5,1,0,78.51,0,0,8,16,2015,bellow_mean
33,5,1,0,78.51,0,0,8,16,2015,above_mean
26,5,1,0,77.32,0,0,8,17,2015,bellow_mean
31,5,1,0,77.32,0,0,8,17,2015,above_mean
39,5,1,0,77.32,0,0,8,17,2015,above_mean
43,5,1,0,77.32,0,0,8,17,2015,above_mean
40,5,1,0,77.32,0,0,8,17,2015,above_mean
36,5,1,0,75.62,0,0,8,18,2015,above_mean
43,5,1,0,75.62,0,0,8,18,2015,above_mean
38,5,1,0,75.62,0,0,8,18,2015,above_mean
32,5,1,0,75.62,0,0,8,18,2015,above_mean
29,5,1,0,75.62,0,0,8,18,2015,bellow_mean
31,5,1,0,73.61,0,0,8,19,2015,above_mean
27,5,1,0,73.61,0,0,8,19,2015,bellow_mean
23,5,1,0,73.61,0,0,8,19,2015,bellow_mean
29,5,1,0,73.61,0,0,8,19,2015,bellow_mean
28,5,1,0,73.61,0,0,8,19,2015,bellow_mean
29,5,1,0,71.49,0,0,8,20,2015,bellow_mean
29,5,1,0,71.49,0,0,8,20,2015,bellow_mean
31,5,1,0,71.49,0,0,8,20,2015,above_mean
28,5,1,0,71.49,0,0,8,20,2015,bellow_mean
33,5,1,0,71.49,0,0,8,20,2015,above_mean
26,5,1,0,69.48,0,0,8,21,2015,bellow_mean
25,5,1,0,69.48,0,0,8,21,2015,bellow_mean
29,5,1,0,69.48,0,0,8,21,2015,bellow_mean
22,5,1,0,69.48,0,0,8,21,2015,bellow_mean
24,5,1,0,69.48,0,0,8,21,2015,bellow_mean
26,5,1,0,67.75,0,0,8,22,2015,bellow_mean
22,5,1,0,67.75,0,0,8,22,2015,bellow_mean
25,5,1,0,67.75,0,0,8,22,2015,bellow_mean
26,5,1,0,67.75,0,0,8,22,2015,bellow_mean
12,5,1,0,67.75,0,0,8,22,2015,bellow_mean
17,5,1,0,66.53,0,0,8,23,2015,bellow_mean
4,5,1,0,66.53,0,0,8,23,2015,empty
2,5,1,0,66.53,0,0,8,23,2015,empty
0,5,1,0,66.53,0,0,8,23,2015,empty
0,5,1,0,66.53,0,0,8,23,2015,empty
0,6,1,0,65.77,0,0,8,0,2015,empty
0,6,1,0,65.77,0,0,8,0,2015,empty
0,6,1,0,65.77,0,0,8,0,2015,empty
0,6,1,0,65.77,0,0,8,0,2015,empty
0,6,1,0,65.77,0,0,8,0,2015,empty
0,6,1,0,65.69,0,0,8,1,2015,empty
0,6,1,0,64.72,0,0,8,5,2015,empty
0,6,1,0,64.72,0,0,8,5,2015,empty
0,6,1,0,64.72,0,0,8,5,2015,empty
0,6,1,0,64.72,0,0,8,5,2015,empty
0,6,1,0,65.2,0,0,8,6,2015,empty
0,6,1,0,65.2,0,0,8,6,2015,empty
0,6,1,0,65.2,0,0,8,6,2015,empty
0,6,1,0,65.2,0,0,8,6,2015,empty
0,6,1,0,65.2,0,0,8,6,2015,empty
1,6,1,0,66.91,0,0,8,7,2015,empty
0,6,1,0,66.91,0,0,8,7,2015,empty
0,6,1,0,66.91,0,0,8,7,2015,empty
2,6,1,0,66.91,0,0,8,7,2015,empty
2,6,1,0,66.91,0,0,8,7,2015,empty
3,6,1,0,69.39,0,0,8,8,2015,empty
12,6,1,0,69.39,0,0,8,8,2015,bellow_mean
18,6,1,0,69.39,0,0,8,8,2015,bellow_mean
11,6,1,0,69.39,0,0,8,8,2015,bellow_mean
16,6,1,0,69.39,0,0,8,8,2015,bellow_mean
15,6,1,0,72.14,0,0,8,9,2015,bellow_mean
18,6,1,0,72.14,0,0,8,9,2015,bellow_mean
17,6,1,0,72.14,0,0,8,9,2015,bellow_mean
12,6,1,0,72.14,0,0,8,9,2015,bellow_mean
22,6,1,0,72.14,0,0,8,9,2015,bellow_mean
23,6,1,0,74.51,0,0,8,10,2015,bellow_mean
27,6,1,0,74.51,0,0,8,10,2015,bellow_mean
25,6,1,0,74.51,0,0,8,10,2015,bellow_mean
20,6,1,0,74.51,0,0,8,10,2015,bellow_mean
25,6,1,0,74.51,0,0,8,10,2015,bellow_mean
19,6,1,0,77.42,0,0,8,11,2015,bellow_mean
18,6,1,0,77.42,0,0,8,11,2015,bellow_mean
25,6,1,0,77.42,0,0,8,11,2015,bellow_mean
29,6,1,0,77.42,0,0,8,11,2015,bellow_mean
24,6,1,0,77.42,0,0,8,11,2015,bellow_mean
29,6,1,0,78.94,0,0,8,12,2015,bellow_mean
22,6,1,0,78.94,0,0,8,12,2015,bellow_mean
20,6,1,0,78.94,0,0,8,12,2015,bellow_mean
34,6,1,0,78.94,0,0,8,12,2015,above_mean
19,6,1,0,78.94,0,0,8,12,2015,bellow_mean
16,6,1,0,79.2,0,0,8,13,2015,bellow_mean
27,6,1,0,79.2,0,0,8,13,2015,bellow_mean
28,6,1,0,79.2,0,0,8,13,2015,bellow_mean
24,6,1,0,79.2,0,0,8,13,2015,bellow_mean
26,6,1,0,79.2,0,0,8,13,2015,bellow_mean
16,6,1,0,81.17,0,0,8,14,2015,bellow_mean
20,6,1,0,81.17,0,0,8,14,2015,bellow_mean
21,6,1,0,81.17,0,0,8,14,2015,bellow_mean
20,6,1,0,81.17,0,0,8,14,2015,bellow_mean
22,6,1,0,81.17,0,0,8,14,2015,bellow_mean
19,6,1,0,80.61,0,0,8,15,2015,bellow_mean
27,6,1,0,80.61,0,0,8,15,2015,bellow_mean
31,6,1,0,80.61,0,0,8,15,2015,above_mean
32,6,1,0,80.61,0,0,8,15,2015,above_mean
27,6,1,0,80.61,0,0,8,15,2015,bellow_mean
27,6,1,0,79.85,0,0,8,16,2015,bellow_mean
24,6,1,0,79.85,0,0,8,16,2015,bellow_mean
29,6,1,0,79.85,0,0,8,16,2015,bellow_mean
25,6,1,0,79.85,0,0,8,16,2015,bellow_mean
30,6,1,0,79.85,0,0,8,16,2015,above_mean
31,6,1,0,78.79,0,0,8,17,2015,above_mean
40,6,1,0,78.79,0,0,8,17,2015,above_mean
30,6,1,0,78.79,0,0,8,17,2015,above_mean
35,6,1,0,78.79,0,0,8,17,2015,above_mean
34,6,1,0,78.79,0,0,8,17,2015,above_mean
31,6,1,0,76.75,0,0,8,18,2015,above_mean
34,6,1,0,76.75,0,0,8,18,2015,above_mean
36,6,1,0,76.75,0,0,8,18,2015,above_mean
27,6,1,0,76.75,0,0,8,18,2015,bellow_mean
33,6,1,0,76.75,0,0,8,18,2015,above_mean
38,6,1,0,74.36,0,0,8,19,2015,above_mean
41,6,1,0,74.36,0,0,8,19,2015,above_mean
39,6,1,0,74.36,0,0,8,19,2015,above_mean
39,6,1,0,74.36,0,0,8,19,2015,above_mean
41,6,1,0,74.36,0,0,8,19,2015,above_mean
28,6,1,0,71.6,0,0,8,20,2015,bellow_mean
38,6,1,0,71.6,0,0,8,20,2015,above_mean
38,6,1,0,71.6,0,0,8,20,2015,above_mean
39,6,1,0,71.6,0,0,8,20,2015,above_mean
25,6,1,0,71.6,0,0,8,20,2015,bellow_mean
32,6,1,0,70.65,0,0,8,21,2015,above_mean
32,6,1,0,70.65,0,0,8,21,2015,above_mean
26,6,1,0,70.65,0,0,8,21,2015,bellow_mean
31,6,1,0,70.65,0,0,8,21,2015,above_mean
26,6,1,0,70.65,0,0,8,21,2015,bellow_mean
38,6,1,0,68.85,0,0,8,22,2015,above_mean
34,6,1,0,68.85,0,0,8,22,2015,above_mean
35,6,1,0,68.85,0,0,8,22,2015,above_mean
24,6,1,0,68.85,0,0,8,22,2015,bellow_mean
31,6,1,0,68.85,0,0,8,22,2015,above_mean
22,6,1,0,67.93,0,0,8,23,2015,bellow_mean
21,6,1,0,67.93,0,0,8,23,2015,bellow_mean
17,6,1,0,67.93,0,0,8,23,2015,bellow_mean
19,6,1,0,67.93,0,0,8,23,2015,bellow_mean
22,6,1,0,67.93,0,0,8,23,2015,bellow_mean
17,0,0,0,65.76,0,0,8,0,2015,bellow_mean
17,0,0,0,65.76,0,0,8,0,2015,bellow_mean
14,0,0,0,65.76,0,0,8,0,2015,bellow_mean
9,0,0,0,65.76,0,0,8,0,2015,bellow_mean
11,0,0,0,65.76,0,0,8,0,2015,bellow_mean
6,0,0,0,64.97,0,0,8,1,2015,empty
3,0,0,0,63.73,0,0,8,5,2015,empty
1,0,0,0,63.73,0,0,8,5,2015,empty
4,0,0,0,63.73,0,0,8,5,2015,empty
0,0,0,0,63.73,0,0,8,5,2015,empty
9,0,0,0,63.42,0,0,8,6,2015,bellow_mean
9,0,0,0,63.42,0,0,8,6,2015,bellow_mean
16,0,0,0,63.42,0,0,8,6,2015,bellow_mean
18,0,0,0,63.42,0,0,8,6,2015,bellow_mean
13,0,0,0,63.42,0,0,8,6,2015,bellow_mean
23,0,0,0,64.69,0,0,8,7,2015,bellow_mean
26,0,0,0,64.69,0,0,8,7,2015,bellow_mean
23,0,0,0,64.69,0,0,8,7,2015,bellow_mean
17,0,0,0,64.69,0,0,8,7,2015,bellow_mean
27,0,0,0,64.69,0,0,8,7,2015,bellow_mean
23,0,0,0,65.53,0,0,8,8,2015,bellow_mean
38,0,0,0,65.53,0,0,8,8,2015,above_mean
24,0,0,0,65.53,0,0,8,8,2015,bellow_mean
23,0,0,0,65.53,0,0,8,8,2015,bellow_mean
32,0,0,0,65.53,0,0,8,8,2015,above_mean
31,0,0,0,66.71,0,0,8,9,2015,above_mean
31,0,0,0,66.71,0,0,8,9,2015,above_mean
32,0,0,0,66.71,0,0,8,9,2015,above_mean
34,0,0,0,66.71,0,0,8,9,2015,above_mean
39,0,0,0,66.71,0,0,8,9,2015,above_mean
39,0,0,0,67.83,0,0,8,10,2015,above_mean
33,0,0,0,67.83,0,0,8,10,2015,above_mean
33,0,0,0,67.83,0,0,8,10,2015,above_mean
37,0,0,0,67.83,0,0,8,10,2015,above_mean
29,0,0,0,67.83,0,0,8,10,2015,bellow_mean
32,0,0,0,67.81,0,0,8,11,2015,above_mean
35,0,0,0,67.81,0,0,8,11,2015,above_mean
26,0,0,0,67.81,0,0,8,11,2015,bellow_mean
34,0,0,0,67.81,0,0,8,11,2015,above_mean
29,0,0,0,67.81,0,0,8,11,2015,bellow_mean
28,0,0,0,68.76,0,0,8,12,2015,bellow_mean
32,0,0,0,68.76,0,0,8,12,2015,above_mean
27,0,0,0,68.76,0,0,8,12,2015,bellow_mean
26,0,0,0,68.76,0,0,8,12,2015,bellow_mean
27,0,0,0,68.76,0,0,8,12,2015,bellow_mean
31,0,0,0,70.75,0,0,8,13,2015,above_mean
33,0,0,0,70.75,0,0,8,13,2015,above_mean
31,0,0,0,70.75,0,0,8,13,2015,above_mean
30,0,0,0,70.75,0,0,8,13,2015,above_mean
28,0,0,0,70.75,0,0,8,13,2015,bellow_mean
27,0,0,0,70.18,0,0,8,14,2015,bellow_mean
30,0,0,0,70.18,0,0,8,14,2015,above_mean
18,0,0,0,70.18,0,0,8,14,2015,bellow_mean
27,0,0,0,70.18,0,0,8,14,2015,bellow_mean
37,0,0,0,70.18,0,0,8,14,2015,above_mean
33,0,0,0,69.65,0,0,8,15,2015,above_mean
33,0,0,0,69.65,0,0,8,15,2015,above_mean
44,0,0,0,69.65,0,0,8,15,2015,above_mean
43,0,0,0,69.65,0,0,8,15,2015,above_mean
48,0,0,0,69.65,0,0,8,15,2015,above_mean
45,0,0,0,67.99,0,0,8,16,2015,above_mean
50,0,0,0,67.99,0,0,8,16,2015,above_mean
42,0,0,0,67.99,0,0,8,16,2015,above_mean
45,0,0,0,67.99,0,0,8,16,2015,above_mean
47,0,0,0,67.99,0,0,8,16,2015,above_mean
47,0,0,0,67.04,0,0,8,17,2015,above_mean
55,0,0,0,67.04,0,0,8,17,2015,crowded
68,0,0,0,67.04,0,0,8,17,2015,crowded
50,0,0,0,67.04,0,0,8,17,2015,above_mean
58,0,0,0,67.04,0,0,8,17,2015,crowded
65,0,0,0,64.26,0,0,8,18,2015,crowded
63,0,0,0,64.26,0,0,8,18,2015,crowded
63,0,0,0,64.26,0,0,8,18,2015,crowded
74,0,0,0,64.26,0,0,8,18,2015,crowded
69,0,0,0,64.26,0,0,8,18,2015,crowded
69,0,0,0,63.04,0,0,8,19,2015,crowded
60,0,0,0,63.04,0,0,8,19,2015,crowded
68,0,0,0,63.04,0,0,8,19,2015,crowded
73,0,0,0,63.04,0,0,8,19,2015,crowded
50,0,0,0,63.04,0,0,8,19,2015,above_mean
53,0,0,0,62.0,0,0,8,20,2015,crowded
50,0,0,0,62.0,0,0,8,20,2015,above_mean
45,0,0,0,62.0,0,0,8,20,2015,above_mean
52,0,0,0,62.0,0,0,8,20,2015,crowded
66,0,0,0,62.0,0,0,8,20,2015,crowded
64,0,0,0,62.0,0,0,8,21,2015,crowded
60,0,0,0,62.0,0,0,8,21,2015,crowded
44,0,0,0,62.0,0,0,8,21,2015,above_mean
50,0,0,0,62.0,0,0,8,21,2015,above_mean
46,0,0,0,62.0,0,0,8,21,2015,above_mean
39,0,0,0,62.0,0,0,8,22,2015,above_mean
42,0,0,0,62.0,0,0,8,22,2015,above_mean
49,0,0,0,62.0,0,0,8,22,2015,above_mean
34,0,0,0,62.0,0,0,8,22,2015,above_mean
32,0,0,0,62.0,0,0,8,22,2015,above_mean
35,0,0,0,62.0,0,0,8,23,2015,above_mean
27,0,0,0,62.0,0,0,8,23,2015,bellow_mean
21,0,0,0,62.0,0,0,8,23,2015,bellow_mean
28,0,0,0,62.0,0,0,8,23,2015,bellow_mean
23,0,0,0,62.0,0,0,8,23,2015,bellow_mean
20,1,0,0,62.0,0,0,8,0,2015,bellow_mean
19,1,0,0,62.0,0,0,8,0,2015,bellow_mean
15,1,0,0,62.0,0,0,8,0,2015,bellow_mean
15,1,0,0,62.0,0,0,8,0,2015,bellow_mean
18,1,0,0,62.0,0,0,8,0,2015,bellow_mean
12,1,0,0,61.8,0,0,8,1,2015,bellow_mean
0,1,0,0,61.73,0,0,8,5,2015,empty
0,1,0,0,61.73,0,0,8,5,2015,empty
0,1,0,0,61.73,0,0,8,5,2015,empty
0,1,0,0,61.73,0,0,8,5,2015,empty
2,1,0,0,61.73,0,0,8,6,2015,empty
7,1,0,0,61.73,0,0,8,6,2015,bellow_mean
10,1,0,0,61.73,0,0,8,6,2015,bellow_mean
11,1,0,0,61.73,0,0,8,6,2015,bellow_mean
6,1,0,0,61.73,0,0,8,6,2015,empty
17,1,0,0,61.73,0,0,8,7,2015,bellow_mean
14,1,0,0,61.73,0,0,8,7,2015,bellow_mean
20,1,0,0,61.73,0,0,8,7,2015,bellow_mean
19,1,0,0,61.73,0,0,8,7,2015,bellow_mean
22,1,0,0,61.73,0,0,8,7,2015,bellow_mean
27,1,0,0,62.01,0,0,8,8,2015,bellow_mean
32,1,0,0,62.01,0,0,8,8,2015,above_mean
36,1,0,0,62.01,0,0,8,8,2015,above_mean
35,1,0,0,62.01,0,0,8,8,2015,above_mean
39,1,0,0,62.01,0,0,8,8,2015,above_mean
35,1,0,0,63.47,0,0,8,9,2015,above_mean
34,1,0,0,63.47,0,0,8,9,2015,above_mean
34,1,0,0,63.47,0,0,8,9,2015,above_mean
28,1,0,0,63.47,0,0,8,9,2015,bellow_mean
19,1,0,0,63.47,0,0,8,9,2015,bellow_mean
32,1,0,0,64.96,0,0,8,10,2015,above_mean
48,1,0,0,64.96,0,0,8,10,2015,above_mean
47,1,0,0,64.96,0,0,8,10,2015,above_mean
37,1,0,0,64.96,0,0,8,10,2015,above_mean
32,1,0,0,64.96,0,0,8,10,2015,above_mean
30,1,0,0,66.18,0,0,8,11,2015,above_mean
35,1,0,0,66.18,0,0,8,11,2015,above_mean
26,1,0,0,66.18,0,0,8,11,2015,bellow_mean
26,1,0,0,66.18,0,0,8,11,2015,bellow_mean
22,1,0,0,66.18,0,0,8,11,2015,bellow_mean
29,1,0,0,66.18,0,0,8,12,2015,bellow_mean
31,1,0,0,66.18,0,0,8,12,2015,above_mean
28,1,0,0,66.18,0,0,8,12,2015,bellow_mean
24,1,0,0,66.18,0,0,8,12,2015,bellow_mean
30,1,0,0,66.18,0,0,8,12,2015,above_mean
34,1,0,0,67.41,0,0,8,13,2015,above_mean
36,1,0,0,67.41,0,0,8,13,2015,above_mean
29,1,0,0,67.41,0,0,8,13,2015,bellow_mean
31,1,0,0,67.41,0,0,8,13,2015,above_mean
24,1,0,0,67.41,0,0,8,13,2015,bellow_mean
27,1,0,0,67.69,0,0,8,14,2015,bellow_mean
36,1,0,0,67.69,0,0,8,14,2015,above_mean
36,1,0,0,67.69,0,0,8,14,2015,above_mean
44,1,0,0,67.69,0,0,8,14,2015,above_mean
32,1,0,0,67.69,0,0,8,14,2015,above_mean
28,1,0,0,67.21,0,0,8,15,2015,bellow_mean
36,1,0,0,67.21,0,0,8,15,2015,above_mean
43,1,0,0,67.21,0,0,8,15,2015,above_mean
32,1,0,0,67.21,0,0,8,15,2015,above_mean
37,1,0,0,67.21,0,0,8,15,2015,above_mean
34,1,0,0,66.68,0,0,8,16,2015,above_mean
33,1,0,0,66.68,0,0,8,16,2015,above_mean
41,1,0,0,66.68,0,0,8,16,2015,above_mean
41,1,0,0,66.68,0,0,8,16,2015,above_mean
35,1,0,0,66.68,0,0,8,16,2015,above_mean
43,1,0,0,66.68,0,0,8,16,2015,above_mean
45,1,0,0,65.96,0,0,8,17,2015,above_mean
53,1,0,0,65.96,0,0,8,17,2015,crowded
61,1,0,0,65.96,0,0,8,17,2015,crowded
63,1,0,0,65.96,0,0,8,17,2015,crowded
51,1,0,0,65.96,0,0,8,17,2015,above_mean
62,1,0,0,65.22,0,0,8,18,2015,crowded
62,1,0,0,65.22,0,0,8,18,2015,crowded
56,1,0,0,65.22,0,0,8,18,2015,crowded
71,1,0,0,65.22,0,0,8,18,2015,crowded
72,1,0,0,65.22,0,0,8,18,2015,crowded
54,1,0,0,64.0,0,0,8,19,2015,crowded
63,1,0,0,64.0,0,0,8,19,2015,crowded
67,1,0,0,64.0,0,0,8,19,2015,crowded
65,1,0,0,64.0,0,0,8,19,2015,crowded
53,1,0,0,64.0,0,0,8,19,2015,crowded
62,1,0,0,63.73,0,0,8,20,2015,crowded
60,1,0,0,63.73,0,0,8,20,2015,crowded
44,1,0,0,63.73,0,0,8,20,2015,above_mean
44,1,0,0,63.73,0,0,8,20,2015,above_mean
43,1,0,0,63.73,0,0,8,20,2015,above_mean
35,1,0,0,63.73,0,0,8,21,2015,above_mean
38,1,0,0,63.73,0,0,8,21,2015,above_mean
44,1,0,0,63.73,0,0,8,21,2015,above_mean
40,1,0,0,63.73,0,0,8,21,2015,above_mean
54,1,0,0,63.73,0,0,8,21,2015,crowded
41,1,0,0,63.2,0,0,8,22,2015,above_mean
45,1,0,0,63.2,0,0,8,22,2015,above_mean
37,1,0,0,63.2,0,0,8,22,2015,above_mean
40,1,0,0,63.2,0,0,8,22,2015,above_mean
36,1,0,0,63.2,0,0,8,22,2015,above_mean
41,1,0,0,63.0,0,0,8,23,2015,above_mean
32,1,0,0,63.0,0,0,8,23,2015,above_mean
29,1,0,0,63.0,0,0,8,23,2015,bellow_mean
27,1,0,0,63.0,0,0,8,23,2015,bellow_mean
27,1,0,0,63.0,0,0,8,23,2015,bellow_mean
23,2,0,0,63.0,0,0,8,0,2015,bellow_mean
14,2,0,0,63.0,0,0,8,0,2015,bellow_mean
15,2,0,0,63.0,0,0,8,0,2015,bellow_mean
12,2,0,0,63.0,0,0,8,0,2015,bellow_mean
7,2,0,0,63.0,0,0,8,0,2015,bellow_mean
6,2,0,0,62.73,0,0,8,1,2015,empty
2,2,0,0,63.0,0,0,8,5,2015,empty
4,2,0,0,63.0,0,0,8,5,2015,empty
6,2,0,0,63.0,0,0,8,5,2015,empty
5,2,0,0,63.0,0,0,8,5,2015,empty
10,2,0,0,63.0,0,0,8,6,2015,bellow_mean
10,2,0,0,63.0,0,0,8,6,2015,bellow_mean
12,2,0,0,63.0,0,0,8,6,2015,bellow_mean
9,2,0,0,63.0,0,0,8,6,2015,bellow_mean
12,2,0,0,63.0,0,0,8,6,2015,bellow_mean
21,2,0,0,63.01,0,0,8,7,2015,bellow_mean
23,2,0,0,63.01,0,0,8,7,2015,bellow_mean
21,2,0,0,63.01,0,0,8,7,2015,bellow_mean
15,2,0,0,63.01,0,0,8,7,2015,bellow_mean
26,2,0,0,63.01,0,0,8,7,2015,bellow_mean
31,2,0,0,62.96,0,0,8,8,2015,above_mean
37,2,0,0,62.96,0,0,8,8,2015,above_mean
31,2,0,0,62.96,0,0,8,8,2015,above_mean
24,2,0,0,62.96,0,0,8,8,2015,bellow_mean
32,2,0,0,62.96,0,0,8,8,2015,above_mean
36,2,0,0,63.0,0,0,8,9,2015,above_mean
24,2,0,0,63.0,0,0,8,9,2015,bellow_mean
27,2,0,0,63.0,0,0,8,9,2015,bellow_mean
21,2,0,0,63.0,0,0,8,9,2015,bellow_mean
26,2,0,0,63.0,0,0,8,9,2015,bellow_mean
29,2,0,0,63.2,0,0,8,10,2015,bellow_mean
31,2,0,0,63.2,0,0,8,10,2015,above_mean
34,2,0,0,63.2,0,0,8,10,2015,above_mean
35,2,0,0,63.2,0,0,8,10,2015,above_mean
42,2,0,0,63.2,0,0,8,10,2015,above_mean
34,2,0,0,63.93,0,0,8,11,2015,above_mean
35,2,0,0,63.93,0,0,8,11,2015,above_mean
43,2,0,0,63.93,0,0,8,11,2015,above_mean
38,2,0,0,63.93,0,0,8,11,2015,above_mean
31,2,0,0,63.93,0,0,8,11,2015,above_mean
45,2,0,0,64.66,0,0,8,12,2015,above_mean
39,2,0,0,64.66,0,0,8,12,2015,above_mean
33,2,0,0,64.66,0,0,8,12,2015,above_mean
30,2,0,0,64.66,0,0,8,12,2015,above_mean
32,2,0,0,64.66,0,0,8,12,2015,above_mean
38,2,0,0,65.95,0,0,8,13,2015,above_mean
29,2,0,0,65.95,0,0,8,13,2015,bellow_mean
32,2,0,0,65.95,0,0,8,13,2015,above_mean
39,2,0,0,65.95,0,0,8,13,2015,above_mean
25,2,0,0,65.95,0,0,8,13,2015,bellow_mean
20,2,0,0,66.15,0,0,8,14,2015,bellow_mean
35,2,0,0,66.15,0,0,8,14,2015,above_mean
30,2,0,0,66.15,0,0,8,14,2015,above_mean
28,2,0,0,66.15,0,0,8,14,2015,bellow_mean
